datum,kraj_nuts_kod,ecmo_kapacita_volna,ecmo_kapacita_celkem,upv_kapacita_volna,upv_kapacita_celkem,crrt_kapacita_volna,crrt_kapacita_celkem,ihd_kapacita_volna,ihd_kapacita_celkem,luzka_aro_jip_kapacita_celkem,luzka_aro_jip_kapacita_volna_covid_pozitivni,luzka_aro_jip_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_volna,reprofilizovana_kapacita_luzka_aro_jip_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_planovana,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_volna,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_celkem,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_planovana
2020-09-18,CZ052,7,7,52,116,11,19,20,27,201,10,47,781,15,261,34,34,20,26,,,,,,
2020-09-18,CZ053,0,0,40,70,13,14,2,2,134,15,28,1257,49,421,9,16,41,42,,,,,,
2020-09-18,CZ063,0,0,62,81,10,11,12,29,177,13,56,1669,62,539,14,16,14,22,,,,,,
2020-09-18,CZ064,7,10,151,224,32,40,9,11,559,29,98,2799,105,783,55,56,45,54,,,,,,
2020-09-18,CZ071,2,2,55,104,16,18,1,2,230,12,37,1632,60,503,32,34,26,62,,,,,,
2020-09-18,CZ072,1,1,56,77,11,12,2,2,172,18,36,1081,176,252,12,12,12,21,,,,,,
2020-09-18,CZ080,11,11,159,293,28,31,34,40,430,25,75,2952,137,597,49,49,87,93,,,,,,
2020-09-19,CZ010,28,32,165,329,45,74,31,37,815,20,93,3151,56,616,67,86,83,125,,,,,,
2020-09-19,CZ020,0,0,53,110,21,21,2,2,262,24,52,2156,127,487,35,36,35,53,,,,,,
2020-09-19,CZ031,2,2,50,69,15,20,9,49,261,21,89,1849,76,594,25,25,19,30,,,,,,
2020-09-19,CZ032,3,3,79,104,16,17,8,9,171,16,33,1316,59,453,54,54,18,21,,,,,,
2020-09-19,CZ041,1,1,11,37,5,6,3,4,71,7,19,634,27,131,13,13,0,0,,,,,,
2020-09-19,CZ042,2,2,77,136,12,15,8,18,235,18,48,1279,74,331,33,36,70,73,,,,,,
2020-09-19,CZ051,2,2,35,99,9,12,6,6,157,7,33,880,23,495,13,13,12,45,,,,,,
2020-09-19,CZ052,7,7,58,116,10,19,20,27,201,12,52,781,21,270,34,34,20,26,,,,,,
2020-09-19,CZ053,0,0,37,70,13,14,2,2,134,13,27,702,43,190,9,16,41,42,,,,,,
2020-09-19,CZ063,0,0,64,81,10,11,16,29,177,14,50,1669,69,577,14,16,14,22,,,,,,
2020-09-19,CZ064,8,10,153,224,33,40,9,11,559,30,104,2809,105,853,55,56,45,54,,,,,,
2020-09-19,CZ071,2,2,53,103,16,18,1,2,230,13,37,1632,61,516,32,34,26,62,,,,,,
2020-09-19,CZ072,1,1,51,77,12,12,2,2,172,16,41,1081,204,259,12,12,12,21,,,,,,
2020-09-19,CZ080,11,11,162,293,28,31,33,40,430,27,86,2952,138,662,49,49,87,93,,,,,,
2020-09-20,CZ010,27,32,162,329,43,74,32,37,815,20,93,3151,56,634,67,86,83,125,,,,,,
2020-09-20,CZ020,0,0,55,110,21,21,2,2,262,18,52,2156,127,486,35,36,35,53,,,,,,
2020-09-20,CZ031,2,2,43,69,15,20,9,49,261,21,92,1849,76,585,25,25,19,30,,,,,,
2020-09-20,CZ032,3,3,80,104,16,17,8,9,171,16,30,1316,59,452,54,54,18,21,,,,,,
2020-09-20,CZ041,1,1,11,37,5,6,2,4,71,7,16,634,27,131,13,13,0,0,,,,,,
2020-09-20,CZ042,2,2,74,136,12,15,17,18,235,19,52,1279,80,337,33,36,70,73,,,,,,
2020-09-20,CZ051,2,2,36,99,10,12,6,6,157,7,32,880,23,493,13,13,12,45,,,,,,
2020-09-20,CZ052,7,7,61,116,11,19,20,27,201,15,52,781,21,274,34,34,20,26,,,,,,
2020-09-20,CZ053,0,0,38,70,14,14,2,2,134,16,29,702,47,212,9,16,41,42,,,,,,
2020-09-20,CZ063,0,0,63,81,10,11,22,29,177,13,57,1669,69,562,14,16,14,22,,,,,,
2020-09-20,CZ064,8,10,153,224,33,40,8,11,559,26,107,2809,105,839,55,56,45,54,,,,,,
2020-09-20,CZ071,2,2,53,103,17,18,1,2,230,13,41,1632,62,521,32,34,26,62,,,,,,
2020-09-20,CZ072,1,1,54,77,11,12,2,2,172,16,34,1081,203,259,12,12,12,21,,,,,,
2020-09-20,CZ080,11,11,170,293,28,31,32,40,430,26,96,2952,133,680,49,49,87,93,,,,,,
2020-09-21,CZ010,27,32,161,329,44,74,30,37,815,18,97,3151,54,675,67,86,83,125,,,,,,
2020-09-21,CZ020,0,0,44,110,21,21,2,2,262,17,53,2156,85,466,35,36,35,53,,,,,,
2020-09-21,CZ031,2,2,45,69,15,20,9,49,261,20,81,1849,76,581,25,25,19,30,,,,,,
2020-09-21,CZ032,3,3,81,104,17,17,8,9,171,11,30,1314,43,396,54,54,18,22,,,,,,
2020-09-21,CZ041,1,1,11,37,5,6,3,4,71,6,16,634,27,133,13,13,0,0,,,,,,
2020-09-21,CZ042,2,2,75,136,12,15,7,18,235,20,49,1279,77,467,33,36,70,73,,,,,,
2020-09-21,CZ051,2,2,34,99,9,12,6,6,157,7,38,880,13,479,13,13,12,45,,,,,,
2020-09-21,CZ052,7,7,59,116,11,19,20,27,201,17,46,781,25,245,34,34,20,26,,,,,,
2020-09-21,CZ053,0,0,41,70,12,14,2,2,134,13,25,702,77,220,9,16,41,42,,,,,,
2020-09-21,CZ063,0,0,59,81,11,11,13,29,177,13,62,1669,67,483,14,16,14,22,,,,,,
2020-09-21,CZ064,9,10,148,225,34,40,8,11,567,20,100,2798,86,749,55,56,45,54,,,,,,
2020-09-21,CZ071,2,2,52,103,17,18,2,2,230,12,41,1632,62,465,32,34,26,62,,,,,,
2020-09-21,CZ072,1,1,54,77,11,12,2,2,172,17,40,1081,178,232,12,12,12,21,,,,,,
2020-09-21,CZ080,11,11,158,293,29,31,31,40,430,22,95,2946,127,615,49,49,87,93,,,,,,
2020-09-22,CZ010,27,32,160,329,44,74,30,37,815,23,86,3151,60,583,67,86,83,125,,,,,,
2020-09-22,CZ020,0,0,42,110,19,21,1,2,262,14,40,2156,77,465,35,36,35,53,,,,,,
2020-09-22,CZ031,2,2,41,69,15,20,10,49,262,21,74,1849,80,546,25,25,19,30,,,,,,
2020-09-22,CZ032,3,3,85,106,17,17,8,9,166,12,30,1273,49,332,54,55,18,22,,,,,,
2020-09-22,CZ041,1,1,13,37,5,6,4,4,71,7,15,634,28,136,13,13,0,0,,,,,,
2020-09-22,CZ042,2,2,66,136,11,15,9,18,235,21,29,1279,61,454,33,36,70,73,,,,,,
2020-09-22,CZ051,2,2,33,99,8,12,6,6,157,8,36,880,7,462,13,13,12,45,,,,,,
2020-09-22,CZ052,7,7,58,116,13,19,20,27,201,15,45,781,24,244,34,34,20,26,,,,,,
2020-09-22,CZ053,0,0,34,70,12,14,2,2,134,12,27,702,42,183,9,16,41,42,,,,,,
2020-09-22,CZ063,0,0,61,81,10,11,17,29,177,11,46,1670,63,478,14,16,14,22,,,,,,
2020-09-22,CZ064,8,10,145,225,34,40,9,11,563,17,89,2784,85,678,55,56,45,54,,,,,,
2020-09-22,CZ071,2,2,53,103,17,18,1,2,230,12,36,1632,64,442,32,34,26,62,,,,,,
2020-09-22,CZ072,0,1,56,77,10,12,2,2,172,18,35,1081,173,228,12,12,12,21,,,,,,
2020-09-22,CZ080,11,11,166,293,28,31,32,40,430,23,88,2946,124,570,49,49,87,93,,,,,,
2020-09-23,CZ010,28,32,125,329,45,74,30,37,815,19,72,3151,53,562,67,86,83,125,,,,,,
2020-09-23,CZ020,0,0,46,110,19,21,1,2,262,12,57,2160,75,454,35,36,35,53,,,,,,
2020-09-23,CZ031,2,2,41,68,16,20,11,49,262,20,74,1849,77,552,25,25,19,30,,,,,,
2020-09-23,CZ032,3,3,86,106,17,17,8,9,166,11,29,1273,61,326,54,55,18,22,,,,,,
2020-09-23,CZ041,1,1,14,37,4,6,3,4,71,6,17,634,27,143,13,13,0,0,,,,,,
2020-09-23,CZ042,2,2,66,136,12,15,6,18,238,19,37,1279,63,385,33,36,70,73,,,,,,
2020-09-23,CZ051,2,2,32,98,10,12,6,6,156,9,37,880,8,465,13,13,12,45,,,,,,
2020-09-23,CZ052,7,7,58,116,10,19,20,27,201,14,43,781,26,232,34,34,20,26,,,,,,
2020-09-23,CZ053,0,0,25,60,11,14,2,2,117,11,15,702,34,180,9,16,41,42,,,,,,
2020-09-23,CZ063,0,0,62,81,9,11,15,29,177,11,58,1670,66,418,14,16,14,22,,,,,,
2020-09-23,CZ064,7,10,149,228,33,40,9,11,564,21,89,2782,85,637,55,56,45,54,,,,,,
2020-09-23,CZ071,2,2,50,103,17,18,1,2,229,8,36,1632,59,434,32,34,26,62,,,,,,
2020-09-23,CZ072,0,1,53,77,10,12,2,2,174,16,38,1081,139,230,12,12,12,21,,,,,,
2020-09-23,CZ080,10,11,162,293,28,31,34,40,430,22,86,2946,122,563,49,49,87,93,,,,,,
2020-09-24,CZ010,26,32,119,339,43,74,29,37,830,19,65,3151,51,508,67,86,83,125,,,,,,
2020-09-24,CZ020,0,0,47,110,18,21,1,2,257,16,44,2149,79,446,35,36,35,53,,,,,,
2020-09-24,CZ031,2,2,41,65,15,20,10,49,260,16,60,1849,84,545,25,25,19,30,,,,,,
2020-09-24,CZ032,3,3,85,106,17,17,8,9,166,10,39,1275,55,244,54,55,18,22,,,,,,
2020-09-24,CZ041,1,1,14,37,5,6,3,4,71,6,13,634,27,142,13,13,0,0,,,,,,
2020-09-24,CZ042,2,2,67,136,12,15,10,18,238,22,40,1279,64,384,33,36,70,73,,,,,,
2020-09-24,CZ051,2,2,35,98,8,12,5,6,156,10,31,880,14,454,13,13,12,45,,,,,,
2020-09-24,CZ052,7,7,58,116,11,19,20,27,201,13,42,781,18,235,34,34,20,26,,,,,,
2020-09-24,CZ053,0,0,17,55,11,14,2,2,123,10,14,702,38,170,9,16,41,42,,,,,,
2020-09-24,CZ063,0,0,63,81,11,11,17,29,177,12,43,1670,52,400,14,16,14,22,,,,,,
2020-09-24,CZ064,7,10,146,228,32,40,8,11,564,21,96,2783,75,614,55,56,45,54,,,,,,
2020-09-24,CZ071,2,2,48,103,15,18,2,2,229,7,41,1632,46,425,32,34,26,62,,,,,,
2020-09-24,CZ072,0,1,46,77,10,12,2,2,174,16,44,1081,158,225,12,12,12,21,,,,,,
2020-09-24,CZ080,10,11,179,293,28,31,34,40,430,20,93,2946,109,597,49,49,87,93,,,,,,
2020-09-25,CZ010,25,32,123,339,44,74,29,37,830,21,76,3151,45,620,67,86,83,125,,,,,,
2020-09-25,CZ020,0,0,43,104,15,21,1,2,257,17,45,2145,93,459,35,36,35,53,,,,,,
2020-09-25,CZ031,2,2,39,65,15,20,10,49,260,19,66,1849,88,538,25,25,19,30,,,,,,
2020-09-25,CZ032,3,3,85,106,17,17,9,9,166,13,45,1275,53,341,54,55,18,22,,,,,,
2020-09-25,CZ041,1,1,13,37,4,6,4,4,71,7,15,634,26,141,13,13,0,0,,,,,,
2020-09-25,CZ042,2,2,71,136,12,15,6,18,238,29,32,1279,69,368,33,36,70,73,,,,,,
2020-09-25,CZ051,2,2,34,98,9,12,5,6,156,11,27,880,8,465,13,13,12,45,,,,,,
2020-09-25,CZ052,7,7,58,116,10,19,20,27,201,14,54,781,15,260,34,34,20,26,,,,,,
2020-09-25,CZ053,0,0,17,55,11,14,2,2,123,8,16,702,46,168,9,16,41,42,,,,,,
2020-09-25,CZ063,0,0,62,81,11,11,11,29,177,11,49,1670,48,461,14,16,14,22,,,,,,
2020-09-25,CZ064,7,10,153,227,32,40,8,11,570,33,96,2780,99,743,55,56,45,54,,,,,,
2020-09-25,CZ071,2,2,48,103,16,18,2,2,229,11,39,1632,44,472,32,34,26,62,,,,,,
2020-09-25,CZ072,0,1,54,80,10,12,2,2,174,17,39,1081,157,230,12,12,12,21,,,,,,
2020-09-25,CZ080,10,11,179,293,28,31,34,40,430,21,90,2946,99,626,49,49,87,93,,,,,,
2020-09-26,CZ010,26,32,123,339,44,74,29,37,830,22,83,3151,48,738,67,86,83,125,,,,,,
2020-09-26,CZ020,0,0,40,104,14,21,1,2,257,18,43,2125,99,453,35,36,35,53,,,,,,
2020-09-26,CZ031,2,2,41,65,16,20,19,34,260,24,76,1849,94,555,25,25,19,30,,,,,,
2020-09-26,CZ032,3,3,92,106,17,17,9,9,166,12,42,1275,55,420,54,55,18,22,,,,,,
2020-09-26,CZ041,1,1,14,37,5,6,3,4,71,8,20,634,31,133,13,13,0,0,,,,,,
2020-09-26,CZ042,2,2,71,136,12,15,8,18,238,27,32,1279,68,464,33,36,70,73,,,,,,
2020-09-26,CZ051,2,2,38,98,10,12,5,6,156,8,30,880,7,484,13,13,12,45,,,,,,
2020-09-26,CZ052,7,7,59,116,12,19,20,27,201,18,62,781,16,282,34,34,20,26,,,,,,
2020-09-26,CZ053,0,0,16,55,10,14,2,2,123,8,17,702,55,164,9,16,41,42,,,,,,
2020-09-26,CZ063,0,0,61,81,11,11,13,29,177,12,50,1670,52,543,14,16,14,22,,,,,,
2020-09-26,CZ064,7,10,151,226,30,40,8,11,568,33,121,2790,104,804,55,56,45,54,,,,,,
2020-09-26,CZ071,2,2,51,103,15,18,2,2,229,12,40,1632,42,507,32,34,26,62,,,,,,
2020-09-26,CZ072,0,1,47,76,9,12,2,2,174,17,43,1081,171,241,12,12,12,21,,,,,,
2020-09-26,CZ080,10,11,190,293,27,31,34,40,430,21,102,2946,112,679,49,49,87,93,,,,,,
2020-09-27,CZ010,27,32,121,339,42,74,30,37,830,26,84,3151,47,744,67,86,83,125,,,,,,
2020-09-27,CZ020,0,0,42,104,14,21,1,2,257,14,47,2105,100,488,35,36,35,53,,,,,,
2020-09-27,CZ031,2,2,42,65,16,20,8,34,260,25,74,1849,85,571,25,25,19,30,,,,,,
2020-09-27,CZ032,3,3,93,106,17,17,9,9,166,11,42,1275,51,476,54,55,18,22,,,,,,
2020-09-27,CZ041,1,1,15,37,5,6,4,4,71,9,18,634,30,130,13,13,0,0,,,,,,
2020-09-27,CZ042,2,2,69,136,12,15,18,18,238,22,38,1279,75,488,33,36,70,73,,,,,,
2020-09-27,CZ051,2,2,39,98,10,12,5,6,156,7,32,880,7,484,13,13,12,45,,,,,,
2020-09-27,CZ052,7,7,60,116,10,19,20,27,201,16,61,781,13,289,34,34,20,26,,,,,,
2020-09-27,CZ053,0,0,18,55,11,14,2,2,123,11,21,672,45,186,9,16,41,42,,,,,,
2020-09-27,CZ063,0,0,58,81,11,11,24,29,177,12,63,1670,42,536,14,16,14,22,,,,,,
2020-09-27,CZ064,7,10,153,226,32,40,9,11,568,33,126,2784,94,806,55,56,45,54,,,,,,
2020-09-27,CZ071,2,2,47,103,15,18,1,2,229,11,43,1632,43,536,32,34,26,62,,,,,,
2020-09-27,CZ072,0,1,47,76,10,12,2,2,174,17,40,1081,165,247,12,12,12,21,,,,,,
2020-09-27,CZ080,10,11,191,293,27,31,33,40,430,21,111,2946,105,679,49,49,87,93,,,,,,
2020-09-28,CZ010,27,32,120,339,43,74,30,37,830,27,87,3151,49,757,67,86,83,125,,,,,,
2020-09-28,CZ020,0,0,44,104,14,21,1,2,257,14,45,2105,106,493,35,36,35,53,,,,,,
2020-09-28,CZ031,2,2,39,65,15,20,8,34,260,24,74,1849,86,581,25,25,19,30,,,,,,
2020-09-28,CZ032,3,3,91,106,17,17,8,9,166,10,46,1275,50,458,54,55,18,22,,,,,,
2020-09-28,CZ041,1,1,16,37,4,6,4,4,71,9,16,634,30,126,13,13,0,0,,,,,,
2020-09-28,CZ042,2,2,68,136,12,15,4,18,238,20,35,1279,74,528,33,36,70,73,,,,,,
2020-09-28,CZ051,2,2,39,98,9,12,4,6,156,7,31,880,7,492,13,13,12,45,,,,,,
2020-09-28,CZ052,7,7,60,116,9,19,20,27,201,13,62,781,11,281,34,34,20,26,,,,,,
2020-09-28,CZ053,0,0,19,55,11,14,2,2,123,13,20,672,50,192,9,16,41,42,,,,,,
2020-09-28,CZ063,0,0,58,81,11,11,24,29,177,12,72,1670,46,506,14,16,14,22,,,,,,
2020-09-28,CZ064,8,10,156,226,30,40,9,11,570,34,124,2786,87,788,55,56,45,54,,,,,,
2020-09-28,CZ071,2,2,44,103,15,18,1,2,229,13,44,1632,44,513,32,34,26,62,,,,,,
2020-09-28,CZ072,0,1,44,76,10,12,2,2,174,19,37,1081,177,239,12,12,12,21,,,,,,
2020-09-28,CZ080,10,11,191,293,27,31,32,40,430,23,113,2946,107,663,49,49,87,93,,,,,,
2020-09-29,CZ010,28,32,118,339,41,74,29,37,830,19,123,2904,61,698,67,86,83,125,,,,,,
2020-09-29,CZ020,0,0,39,103,15,21,2,2,258,15,40,2079,100,424,35,36,35,53,,,,,,
2020-09-29,CZ031,2,2,38,65,15,20,8,34,260,26,65,1849,76,542,25,25,19,30,,,,,,
2020-09-29,CZ032,3,3,84,106,17,17,8,9,166,7,39,1275,57,400,54,55,18,22,,,,,,
2020-09-29,CZ041,1,1,16,37,5,6,4,4,71,9,16,634,29,127,13,13,0,0,,,,,,
2020-09-29,CZ042,2,2,69,124,11,15,8,18,238,19,39,1279,76,513,33,36,70,73,,,,,,
2020-09-29,CZ051,2,2,36,98,11,12,3,6,156,9,24,880,5,280,13,13,12,45,,,,,,
2020-09-29,CZ052,7,7,61,116,11,19,20,27,201,15,50,781,20,259,34,34,20,26,,,,,,
2020-09-29,CZ053,0,0,19,55,10,14,2,2,123,11,14,672,34,180,9,16,41,42,,,,,,
2020-09-29,CZ063,0,0,58,81,11,11,14,29,177,10,77,1670,50,403,14,16,14,22,,,,,,
2020-09-29,CZ064,8,10,141,227,30,40,10,11,558,31,117,2796,92,740,55,56,45,54,,,,,,
2020-09-29,CZ071,2,2,44,103,16,18,2,2,229,14,37,1632,39,422,32,34,26,62,,,,,,
2020-09-29,CZ072,0,1,45,76,10,12,2,2,174,15,34,1081,161,222,12,12,12,21,,,,,,
2020-09-29,CZ080,9,11,194,293,27,31,32,40,430,24,103,2946,100,607,49,49,87,93,,,,,,
2020-09-30,CZ010,28,32,114,339,43,74,29,37,830,18,118,2904,61,660,67,86,83,125,,,,,,
2020-09-30,CZ020,0,0,39,103,17,21,2,2,258,15,41,2079,85,447,35,36,35,53,,,,,,
2020-09-30,CZ031,2,2,33,65,16,20,7,34,260,24,67,1849,79,558,25,25,19,30,,,,,,
2020-09-30,CZ032,3,3,79,106,15,17,8,9,166,8,34,1280,63,329,54,55,18,22,,,,,,
2020-09-30,CZ041,1,1,15,37,5,6,3,4,71,10,16,634,32,127,13,13,0,0,,,,,,
2020-09-30,CZ042,2,2,71,124,13,15,5,18,238,18,37,1279,84,510,33,36,70,73,,,,,,
2020-09-30,CZ051,2,2,33,76,11,12,5,6,156,7,25,880,5,278,13,13,12,45,,,,,,
2020-09-30,CZ052,7,7,53,116,11,19,20,27,201,14,41,781,18,261,34,34,20,26,,,,,,
2020-09-30,CZ053,0,0,24,55,11,14,2,2,123,10,13,672,32,182,9,16,41,42,,,,,,
2020-09-30,CZ063,0,0,56,81,11,11,15,29,177,13,57,1670,71,458,14,16,14,22,,,,,,
2020-09-30,CZ064,8,10,141,227,28,40,9,11,558,32,109,2786,79,727,55,56,45,54,,,,,,
2020-09-30,CZ071,2,2,47,103,17,18,2,2,229,12,29,1632,37,406,32,34,26,62,,,,,,
2020-09-30,CZ072,0,1,49,76,10,12,2,2,174,15,47,1081,140,229,12,12,12,21,,,,,,
2020-09-30,CZ080,11,11,198,293,27,30,32,40,430,21,93,2946,116,597,49,49,87,93,,,,,,
2020-10-01,CZ010,27,32,123,339,45,74,29,37,830,22,106,2904,60,581,67,86,83,125,,,,,,
2020-10-01,CZ020,0,0,31,96,15,21,2,2,257,9,42,2039,79,362,33,34,35,53,,,,,,
2020-10-01,CZ031,2,2,31,65,15,20,7,34,260,22,62,1848,77,541,25,25,19,30,,,,,,
2020-10-01,CZ032,3,3,76,106,16,17,8,9,168,9,30,1280,60,333,54,55,18,22,,,,,,
2020-10-01,CZ041,1,1,13,37,4,6,3,4,71,10,13,634,29,125,13,13,0,0,,,,,,
2020-10-01,CZ042,2,2,77,124,13,15,8,18,238,23,41,1279,78,517,33,36,70,73,,,,,,
2020-10-01,CZ051,2,2,37,76,10,12,6,6,156,8,26,880,4,224,13,13,12,45,,,,,,
2020-10-01,CZ052,7,7,50,116,11,19,20,27,201,14,45,781,15,260,34,34,20,26,,,,,,
2020-10-01,CZ053,0,0,24,55,11,14,2,2,123,11,16,672,29,186,9,16,41,42,,,,,,
2020-10-01,CZ063,0,0,56,81,11,11,17,29,175,13,47,1705,63,501,14,16,14,22,,,,,,
2020-10-01,CZ064,8,10,143,227,29,40,9,11,559,38,84,2763,88,716,55,56,45,54,,,,,,
2020-10-01,CZ071,2,2,48,103,17,18,2,2,229,15,36,1632,35,416,32,34,26,62,,,,,,
2020-10-01,CZ072,0,1,51,74,10,12,2,2,174,19,53,1081,146,205,12,12,12,21,,,,,,
2020-10-01,CZ080,11,11,211,293,26,30,32,40,430,26,93,2946,105,628,49,49,87,93,,,,,,
2020-10-02,CZ010,27,32,116,339,47,74,28,37,830,28,123,2904,64,567,67,86,83,125,,,,,,
2020-10-02,CZ020,0,0,27,96,14,21,2,2,257,14,35,2047,85,368,33,34,35,53,,,,,,
2020-10-02,CZ031,2,2,27,65,14,20,7,34,257,22,50,1725,81,542,25,25,19,30,,,,,,
2020-10-02,CZ032,3,3,76,106,15,17,8,9,168,8,31,1280,59,328,54,55,18,22,,,,,,
2020-10-02,CZ041,1,1,11,37,5,6,4,4,71,8,11,634,33,124,13,13,0,0,,,,,,
2020-10-02,CZ042,1,2,81,124,13,15,8,18,238,28,46,1312,81,520,33,36,70,73,,,,,,
2020-10-02,CZ051,2,2,36,76,10,12,6,6,156,8,34,880,5,255,13,13,12,45,,,,,,
2020-10-02,CZ052,7,7,51,116,9,19,20,27,201,10,51,781,31,250,34,34,20,26,,,,,,
2020-10-02,CZ053,0,0,23,55,11,14,2,2,123,11,20,672,26,196,9,16,41,42,,,,,,
2020-10-02,CZ063,0,0,57,81,11,11,12,29,175,12,43,1705,52,507,14,16,14,22,,,,,,
2020-10-02,CZ064,8,10,146,227,29,40,9,11,562,40,90,2763,115,753,55,56,45,54,,,,,,
2020-10-02,CZ071,2,2,48,103,16,18,2,2,229,11,41,1637,57,453,32,34,26,62,,,,,,
2020-10-02,CZ072,0,1,46,74,10,12,2,2,174,15,44,1091,156,217,12,12,12,21,,,,,,
2020-10-02,CZ080,11,11,216,293,25,30,32,40,430,37,79,2946,106,690,49,49,87,93,,,,,,
2020-10-03,CZ010,27,32,115,339,46,74,28,37,830,31,123,2904,58,580,67,86,83,125,,,,,,
2020-10-03,CZ020,0,0,28,93,14,21,2,2,251,14,36,2047,79,392,33,34,35,53,,,,,,
2020-10-03,CZ031,2,2,29,65,15,20,19,34,257,23,54,1725,83,563,25,25,19,30,,,,,,
2020-10-03,CZ032,3,3,74,106,15,17,8,9,168,9,28,1280,60,325,54,55,18,22,,,,,,
2020-10-03,CZ041,1,1,10,37,4,6,4,4,71,8,9,634,28,116,13,13,0,0,,,,,,
2020-10-03,CZ042,1,2,87,124,14,16,7,18,238,28,42,1312,77,511,33,36,70,73,,,,,,
2020-10-03,CZ051,2,2,37,76,10,12,4,6,156,7,31,880,6,244,13,13,12,45,,,,,,
2020-10-03,CZ052,7,7,53,116,9,19,20,27,201,14,49,781,32,269,34,34,20,26,,,,,,
2020-10-03,CZ053,0,0,18,54,12,14,2,2,123,7,16,672,30,211,9,16,41,42,,,,,,
2020-10-03,CZ063,0,0,58,81,11,11,14,29,175,10,58,1705,48,639,14,16,14,22,,,,,,
2020-10-03,CZ064,8,10,148,227,30,40,9,11,571,40,88,2762,115,806,55,56,45,54,,,,,,
2020-10-03,CZ071,2,2,49,103,16,18,2,2,229,9,41,1620,61,412,32,34,26,62,,,,,,
2020-10-03,CZ072,1,1,40,72,12,12,2,2,170,18,45,1091,179,205,12,12,12,21,,,,,,
2020-10-03,CZ080,11,11,207,293,26,30,31,40,432,32,92,2946,105,730,49,49,87,93,,,,,,
2020-10-04,CZ010,28,32,117,339,46,74,29,37,830,31,115,2904,50,735,67,86,83,125,,,,,,
2020-10-04,CZ020,0,0,30,93,14,21,2,2,251,15,39,2047,80,393,33,34,35,53,,,,,,
2020-10-04,CZ031,2,2,28,65,14,20,19,34,257,21,56,1725,87,552,25,25,19,30,,,,,,
2020-10-04,CZ032,3,3,81,106,14,17,9,9,168,9,37,1280,59,430,54,55,18,22,,,,,,
2020-10-04,CZ041,1,1,11,37,5,6,3,4,71,7,12,634,26,113,13,13,0,0,,,,,,
2020-10-04,CZ042,1,2,85,124,14,16,18,18,238,29,49,1312,81,511,33,36,70,73,,,,,,
2020-10-04,CZ051,2,2,34,76,11,12,4,6,152,8,29,880,5,225,13,13,12,45,,,,,,
2020-10-04,CZ052,7,7,55,116,9,19,20,27,201,13,44,781,33,286,34,34,20,26,,,,,,
2020-10-04,CZ053,0,0,17,54,12,14,2,2,123,13,13,672,44,197,9,16,41,42,,,,,,
2020-10-04,CZ063,0,0,57,81,11,11,24,29,175,10,66,1705,59,621,14,16,14,22,,,,,,
2020-10-04,CZ064,8,10,149,227,30,40,9,11,571,37,101,2778,91,799,55,56,45,54,,,,,,
2020-10-04,CZ071,2,2,49,103,12,18,2,2,229,7,43,1620,59,430,32,34,26,62,,,,,,
2020-10-04,CZ072,1,1,41,72,11,12,2,2,170,17,38,1091,184,199,12,12,12,21,,,,,,
2020-10-04,CZ080,11,11,204,293,24,30,32,40,432,28,89,2946,104,703,49,49,87,93,,,,,,
2020-10-05,CZ010,27,32,128,339,48,74,27,37,840,38,123,2904,53,690,67,86,83,125,,,,,,
2020-10-05,CZ020,0,0,33,93,14,22,2,2,251,15,46,2054,65,353,33,34,35,53,,,,,,
2020-10-05,CZ031,2,2,26,65,14,20,8,34,257,17,54,1725,89,517,25,25,19,30,,,,,,
2020-10-05,CZ032,3,3,74,106,14,17,9,9,168,10,37,1280,53,340,54,55,18,22,,,,,,
2020-10-05,CZ041,1,1,12,37,5,6,4,4,71,8,9,634,27,111,13,13,0,0,,,,,,
2020-10-05,CZ042,1,2,80,124,14,16,6,18,238,26,40,1312,79,534,33,36,70,73,,,,,,
2020-10-05,CZ051,2,2,29,76,10,12,5,6,152,9,31,880,4,247,13,13,12,45,,,,,,
2020-10-05,CZ052,7,7,53,111,9,19,20,27,236,12,33,1471,33,253,34,34,20,26,,,,,,
2020-10-05,CZ053,0,0,16,54,12,14,2,2,123,10,12,672,34,190,9,16,41,42,,,,,,
2020-10-05,CZ063,0,0,57,81,11,11,12,29,175,10,68,1705,45,559,14,16,14,22,,,,,,
2020-10-05,CZ064,7,10,143,226,30,40,9,11,563,40,98,2785,90,730,55,56,45,54,,,,,,
2020-10-05,CZ071,2,2,48,105,16,18,2,2,233,8,42,1620,56,489,32,34,26,62,,,,,,
2020-10-05,CZ072,1,1,35,72,11,12,1,2,170,17,33,1091,164,204,12,12,12,21,,,,,,
2020-10-05,CZ080,11,11,197,293,26,30,30,40,432,26,87,2946,95,661,49,49,87,93,,,,,,
